image_name label
cut_RGB_20240719110734.bmp 03
cut_RGB_20240719110727.bmp 02
cut_RGB_20240719110608.bmp 02
cut_RGB_20240719110514.bmp 02
cut_RGB_20240719110412.bmp 03
cut_RGB_20240719110336.bmp 11
cut_RGB_20240719110309.bmp 02
cut_RGB_20240719110254.bmp 03
cut_RGB_20240719110229.bmp 02
cut_RGB_20240719110112.bmp 03
cut_RGB_20240719105957.bmp 03
cut_RGB_20240719105810.bmp 02
cut_RGB_20240719105805.bmp 02
cut_RGB_20240719105610.bmp nan
cut_RGB_20240719105554.bmp 03
cut_RGB_20240719105459.bmp 03
cut_RGB_20240719105357.bmp 02
cut_RGB_20240719105303.bmp 02
cut_RGB_20240719104752.bmp 02
cut_RGB_20240719104743.bmp 03
cut_RGB_20240719104658.bmp 03
cut_RGB_20240719104512.bmp 11
cut_RGB_20240719104407.bmp 02
cut_RGB_20240719104339.bmp 02
cut_RGB_20240719104306.bmp 02
cut_RGB_20240719104305.bmp nan
cut_RGB_20240719104052.bmp 11
cut_RGB_20240719104043.bmp 03
cut_RGB_20240719104039.bmp 02
cut_RGB_20240719103953.bmp nan
cut_RGB_20240719103911.bmp 02
cut_RGB_20240719103830.bmp 02
cut_RGB_20240719103821.bmp 02
cut_RGB_20240719103752.bmp 02
cut_RGB_20240719103542.bmp 11
cut_RGB_20240719103510.bmp 02
cut_RGB_20240719103500.bmp 03
cut_RGB_20240719103451.bmp nan
cut_RGB_20240719103437.bmp 02
cut_RGB_20240719103220.bmp 02
cut_RGB_20240719103149.bmp 02
cut_RGB_20240719103138.bmp 11
cut_RGB_20240719103116.bmp 02
cut_RGB_20240719103056.bmp nan
cut_RGB_20240719103044.bmp 02
cut_RGB_20240719102940.bmp nan
cut_RGB_20240719102921.bmp nan
cut_RGB_20240719102859.bmp 02
cut_RGB_20240719102852.bmp 11
cut_RGB_20240719102718.bmp 02
cut_RGB_20240719102700.bmp 11
cut_RGB_20240719102642.bmp 03
cut_RGB_20240719102428.bmp nan
cut_RGB_20240719102402.bmp 02
cut_RGB_20240719102343.bmp 11
cut_RGB_20240719102231.bmp 11
cut_RGB_20240719102202.bmp 02
cut_RGB_20240719102137.bmp 03
cut_RGB_20240719101944.bmp 02
cut_RGB_20240719101938.bmp 02
cut_RGB_20240719101827.bmp nan
cut_RGB_20240719101800.bmp 02
cut_RGB_20240719101727.bmp 02
cut_RGB_20240719101656.bmp 02
cut_RGB_20240719101635.bmp 02
cut_RGB_20240719101621.bmp 03
cut_RGB_20240719101545.bmp 03
cut_RGB_20240719101357.bmp 02
cut_RGB_20240719101320.bmp 11
cut_RGB_20240719101252.bmp 02
cut_RGB_20240719101210.bmp 02
cut_RGB_20240719101207.bmp nan
cut_RGB_20240719101013.bmp 03
cut_RGB_20240719100814.bmp 02
cut_RGB_20240719100800.bmp nan
cut_RGB_20240719100739.bmp 03
cut_RGB_20240719100542.bmp 03
cut_RGB_20240719100352.bmp nan
cut_RGB_20240719100253.bmp nan
cut_RGB_20240719100057.bmp 02
cut_RGB_20240719100047.bmp 02
cut_RGB_20240719095907.bmp nan
cut_RGB_20240719095650.bmp 02
cut_RGB_20240719095449.bmp 02
cut_RGB_20240719095448.bmp 11
cut_RGB_20240719095440.bmp 02
cut_RGB_20240719095359.bmp 03
cut_RGB_20240719095312.bmp nan
cut_RGB_20240719095218.bmp 11
cut_RGB_20240719095003.bmp 02
cut_RGB_20240719094928.bmp nan
cut_RGB_20240719094924.bmp 11
cut_RGB_20240719094821.bmp nan
cut_RGB_20240719094743.bmp 02
cut_RGB_20240719094609.bmp 03
cut_RGB_20240719094526.bmp 11
cut_RGB_20240719094424.bmp 02
cut_RGB_20240719094123.bmp 11
cut_RGB_20240719094023.bmp nan
cut_RGB_20240719093758.bmp 02
cut_RGB_20240719093702.bmp 03
cut_RGB_20240719093557.bmp 02
cut_RGB_20240719093409.bmp 02
cut_RGB_20240719093405.bmp 11
cut_RGB_20240719093358.bmp 02
cut_RGB_20240719093337.bmp 11
cut_RGB_20240719093235.bmp 02
cut_RGB_20240719093101.bmp 02
cut_RGB_20240719093035.bmp 03
cut_RGB_20240719093021.bmp nan
cut_RGB_20240719092956.bmp 11
cut_RGB_20240719092736.bmp 02
cut_RGB_20240719092636.bmp nan
cut_RGB_20240719092635.bmp 03
cut_RGB_20240719092458.bmp 11
cut_RGB_20240719092445.bmp 02
cut_RGB_20240719092243.bmp nan
cut_RGB_20240719092233.bmp 03
cut_RGB_20240719092055.bmp 11
cut_RGB_20240719092042.bmp 02
cut_RGB_20240719091916.bmp nan
cut_RGB_20240719091838.bmp 03
cut_RGB_20240719091648.bmp 11
cut_RGB_20240719091619.bmp nan
cut_RGB_20240719091602.bmp 03
cut_RGB_20240719091438.bmp 02
cut_RGB_20240719091251.bmp 03
cut_RGB_20240719091148.bmp nan
cut_RGB_20240719091053.bmp 03
cut_RGB_20240719091044.bmp 11
cut_RGB_20240719091041.bmp 02
cut_RGB_20240719090653.bmp nan
cut_RGB_20240719090650.bmp 02
cut_RGB_20240719090624.bmp 03
cut_RGB_20240719090537.bmp 02
cut_RGB_20240719090410.bmp 07
cut_RGB_20240719090328.bmp 11
cut_RGB_20240719090257.bmp nan
cut_RGB_20240719090238.bmp 03
cut_RGB_20240719090201.bmp 07
cut_RGB_20240719090141.bmp 02
cut_RGB_20240719090010.bmp 02
cut_RGB_20240719085919.bmp 03
cut_RGB_20240719085842.bmp nan
cut_RGB_20240719085751.bmp 03
cut_RGB_20240719085622.bmp 02
cut_RGB_20240719085457.bmp 11
cut_RGB_20240719085429.bmp nan
cut_RGB_20240719085411.bmp nan
cut_RGB_20240719085406.bmp 07
cut_RGB_20240719085151.bmp nan
cut_RGB_20240719085105.bmp 07
cut_RGB_20240719085055.bmp 03
cut_RGB_20240719085030.bmp 11
cut_RGB_20240719085020.bmp 03
cut_RGB_20240719085011.bmp 11
cut_RGB_20240719084942.bmp 02
cut_RGB_20240719084932.bmp 03
cut_RGB_20240719084923.bmp 03
cut_RGB_20240719084810.bmp 02
cut_RGB_20240719084808.bmp 03
cut_RGB_20240719084737.bmp 11
cut_RGB_20240719084710.bmp 07
cut_RGB_20240719084705.bmp 03
cut_RGB_20240719084529.bmp 02
cut_RGB_20240719084424.bmp 07
cut_RGB_20240719084418.bmp 11
cut_RGB_20240719084401.bmp 02
cut_RGB_20240719084345.bmp 02
cut_RGB_20240719084304.bmp nan
cut_RGB_20240719084124.bmp nan
cut_RGB_20240719084114.bmp 07
cut_RGB_20240719084107.bmp 11
cut_RGB_20240719084040.bmp 03
cut_RGB_20240719084036.bmp 02
cut_RGB_20240719084031.bmp nan
cut_RGB_20240719083957.bmp nan
cut_RGB_20240719083810.bmp 07
cut_RGB_20240719083802.bmp 11
cut_RGB_20240719083546.bmp 02
cut_RGB_20240719083428.bmp 11
cut_RGB_20240719083410.bmp 02
cut_RGB_20240719083323.bmp 07
cut_RGB_20240719083249.bmp nan
cut_RGB_20240719083240.bmp 02
cut_RGB_20240719083219.bmp 03
cut_RGB_20240719083146.bmp 03
cut_RGB_20240719082934.bmp 03
cut_RGB_20240719082906.bmp 11
cut_RGB_20240719082810.bmp 11
cut_RGB_20240719082731.bmp 02
cut_RGB_20240719082527.bmp 02
cut_RGB_20240719082457.bmp nan
cut_RGB_20240719082456.bmp 07
cut_RGB_20240719082455.bmp 02
cut_RGB_20240719082420.bmp 03
cut_RGB_20240719082303.bmp 02
cut_RGB_20240719082111.bmp nan
cut_RGB_20240719082054.bmp 03
cut_RGB_20240719082044.bmp 11
cut_RGB_20240719081910.bmp 02
cut_RGB_20240719081801.bmp 02
cut_RGB_20240719081616.bmp nan
cut_RGB_20240719081459.bmp 03
cut_RGB_20240719081454.bmp 02
cut_RGB_20240719081450.bmp 03
cut_RGB_20240719081412.bmp 11
cut_RGB_20240719081209.bmp nan
cut_RGB_20240719081136.bmp 02
cut_RGB_20240719081101.bmp 07
cut_RGB_20240719081100.bmp 02
cut_RGB_20240719081048.bmp 03
cut_RGB_20240719080748.bmp nan
cut_RGB_20240719080731.bmp 03
cut_RGB_20240719080726.bmp 02
cut_RGB_20240719080701.bmp 02
cut_RGB_20240719080658.bmp 07
cut_RGB_20240719080535.bmp 02
cut_RGB_20240719080339.bmp 02
cut_RGB_20240719080316.bmp nan
cut_RGB_20240719080255.bmp 03
cut_RGB_20240719080223.bmp 11
cut_RGB_20240719080142.bmp 02
cut_RGB_20240719075922.bmp 03
cut_RGB_20240719075826.bmp 02
cut_RGB_20240719075510.bmp 03
cut_RGB_20240719075450.bmp 02
cut_RGB_20240719075203.bmp 07
cut_RGB_20240719075136.bmp 11
cut_RGB_20240719075018.bmp 03
cut_RGB_20240719074926.bmp 03
cut_RGB_20240719074801.bmp 03
cut_RGB_20240719074700.bmp 02
cut_RGB_20240719074650.bmp 02
cut_RGB_20240719074541.bmp 03
cut_RGB_20240719074529.bmp 11
cut_RGB_20240719074338.bmp 03
cut_RGB_20240719074236.bmp 02
cut_RGB_20240719074138.bmp 03
cut_RGB_20240719074033.bmp 11
cut_RGB_20240719073802.bmp 03
cut_RGB_20240719073746.bmp 03
cut_RGB_20240719073545.bmp 11
cut_RGB_20240719073425.bmp 07
cut_RGB_20240719073327.bmp 03
cut_RGB_20240719073302.bmp 11
cut_RGB_20240719073254.bmp 02
cut_RGB_20240719073207.bmp nan
cut_RGB_20240719073149.bmp 07
cut_RGB_20240719073121.bmp 07
cut_RGB_20240719073102.bmp 07
cut_RGB_20240719073003.bmp 02
cut_RGB_20240719072858.bmp 07
cut_RGB_20240719072840.bmp 11
cut_RGB_20240719072655.bmp 07
cut_RGB_20240719072621.bmp 11
cut_RGB_20240719072538.bmp 02
cut_RGB_20240719072528.bmp nan
cut_RGB_20240719072348.bmp nan
cut_RGB_20240719072300.bmp 07
cut_RGB_20240719072158.bmp 11
cut_RGB_20240719072018.bmp 02
cut_RGB_20240719071959.bmp nan
cut_RGB_20240719071933.bmp 07
cut_RGB_20240719071845.bmp 11
cut_RGB_20240719071624.bmp 02
cut_RGB_20240719071225.bmp 02
cut_RGB_20240719071113.bmp 11
cut_RGB_20240719070914.bmp 11
cut_RGB_20240719070855.bmp 07
cut_RGB_20240719070843.bmp 02
cut_RGB_20240719070644.bmp 11
cut_RGB_20240719070559.bmp 11
cut_RGB_20240719070552.bmp 11
cut_RGB_20240719070448.bmp 07
cut_RGB_20240719070300.bmp 07
cut_RGB_20240719070207.bmp 11
cut_RGB_20240719070029.bmp 07
cut_RGB_20240719070021.bmp 02
cut_RGB_20240719065650.bmp 02
cut_RGB_20240719065555.bmp 07
cut_RGB_20240719065547.bmp 11
cut_RGB_20240719065238.bmp 07
cut_RGB_20240719065151.bmp 02
cut_RGB_20240719064829.bmp 11
cut_RGB_20240719064459.bmp 02
cut_RGB_20240719064406.bmp 07
cut_RGB_20240719064347.bmp 11
cut_RGB_20240719064040.bmp 02
cut_RGB_20240719063616.bmp 02
cut_RGB_20240719063523.bmp 11
cut_RGB_20240719063506.bmp 07
cut_RGB_20240719062954.bmp 11
cut_RGB_20240719062719.bmp 02
cut_RGB_20240719062621.bmp 07
cut_RGB_20240719062531.bmp 11
cut_RGB_20240719062256.bmp 02
cut_RGB_20240719062124.bmp 07
cut_RGB_20240719062117.bmp 11
cut_RGB_20240719061911.bmp 02
cut_RGB_20240719061740.bmp 07
cut_RGB_20240719061613.bmp 02
cut_RGB_20240719061420.bmp 11
cut_RGB_20240719061402.bmp 07
cut_RGB_20240719061343.bmp 11
cut_RGB_20240719061258.bmp 07
cut_RGB_20240719060941.bmp 02
cut_RGB_20240719060802.bmp 02
cut_RGB_20240719060359.bmp 11
cut_RGB_20240719060337.bmp 02
cut_RGB_20240719055913.bmp 02
cut_RGB_20240719055822.bmp 07
cut_RGB_20240719055410.bmp 07
cut_RGB_20240719055406.bmp 02
cut_RGB_20240719055119.bmp 11
cut_RGB_20240719055100.bmp 07
cut_RGB_20240719054909.bmp 11
cut_RGB_20240719054711.bmp 07
cut_RGB_20240719054704.bmp 07
cut_RGB_20240719054703.bmp 02
cut_RGB_20240719054700.bmp 02
cut_RGB_20240719054559.bmp 11
cut_RGB_20240719054552.bmp 11
cut_RGB_20240719054503.bmp 07
cut_RGB_20240719054311.bmp 02
cut_RGB_20240719054111.bmp 02
cut_RGB_20240719054014.bmp 11
cut_RGB_20240719053956.bmp 07
cut_RGB_20240719053729.bmp 02
cut_RGB_20240719053351.bmp 11
cut_RGB_20240719053207.bmp 02
cut_RGB_20240719052742.bmp 07
cut_RGB_20240719052637.bmp 11
cut_RGB_20240719052542.bmp 02
cut_RGB_20240719052227.bmp 07
cut_RGB_20240719052223.bmp 02
cut_RGB_20240719052151.bmp 11
cut_RGB_20240719051955.bmp 22
cut_RGB_20240719051807.bmp 07
cut_RGB_20240719051740.bmp 11
cut_RGB_20240719051412.bmp 02
cut_RGB_20240719051328.bmp 11
cut_RGB_20240719050538.bmp 11
cut_RGB_20240719050531.bmp 07
cut_RGB_20240719050135.bmp 11
cut_RGB_20240719045655.bmp 11
cut_RGB_20240719045627.bmp 07
cut_RGB_20240719044906.bmp 07
cut_RGB_20240719044819.bmp 07
cut_RGB_20240719044722.bmp 11
cut_RGB_20240719044227.bmp 02
cut_RGB_20240719043935.bmp 07
cut_RGB_20240719043917.bmp 11
cut_RGB_20240719043425.bmp 02
cut_RGB_20240719043406.bmp 07
cut_RGB_20240719043359.bmp 11
cut_RGB_20240719043206.bmp 02
cut_RGB_20240719043001.bmp 11
cut_RGB_20240719042942.bmp 07
cut_RGB_20240719042711.bmp 07
cut_RGB_20240719042650.bmp 02
cut_RGB_20240719042644.bmp 11
cut_RGB_20240719042319.bmp 11
cut_RGB_20240719042310.bmp 02
cut_RGB_20240719042221.bmp 07
cut_RGB_20240719042000.bmp 02
cut_RGB_20240719041822.bmp 11
cut_RGB_20240719041735.bmp 07
cut_RGB_20240719041315.bmp 07
cut_RGB_20240719041202.bmp 11
cut_RGB_20240719041042.bmp 02
cut_RGB_20240719040900.bmp 02
cut_RGB_20240719040646.bmp 07
cut_RGB_20240719040638.bmp 11
cut_RGB_20240719040321.bmp 02
cut_RGB_20240719040300.bmp 11
cut_RGB_20240719040224.bmp 11
cut_RGB_20240719040137.bmp 07
cut_RGB_20240719040108.bmp 02
cut_RGB_20240719040014.bmp 07
cut_RGB_20240719035833.bmp 02
cut_RGB_20240719035816.bmp 11
cut_RGB_20240719035702.bmp 11
